price,bedroom,hsize,lsize,location,facility
675000000 ,3,75,84,Ploso,1.0
875000000 ,3,98,88,Lowokwaru,
925000000 ,3,121,121,Blimbing,
4500000000 ,3,159,318,Sukun,
8000000000 ,7,268,268,Lowokwaru,2.0
145000000 ,2,27,60,Tumpang,8.0
3200000000 ,3,200,261,Tidar,
850000000 ,5,103,62,Blimbing,7.0
5000000000 ,4,250,480,Buah-buahan,
850000000 ,2,70,105,Dau,
1990000000 ,4,185,200,Jingga,
1700000000 ,3,130,198,Klojen,
1750000000 ,1,175,200,Dau,
765000000 ,2,65,106,Dinoyo,2.0
800000000 ,6,290,88,Klojen,
900000000 ,2,112,112,Kedungkandang,
351000000 ,2,33,60,Dau,
1550000000 ,4,180,252,Lowokwaru,
295000000 ,2,42,70,Kedungkandang,
16000000000 ,6,600,799,Klojen,
545000000 ,2,69,79,Blimbing,1.0
1530000000 ,3,140,174,Pandanwangi,
550000000 ,3,70,90,Blimbing,3.0
1500000000 ,4,109,109,Malang,2.0
2700000000 ,20,300,150,Lowokwaru,
1000000000 ,3,350,500,Blimbing,
595000000 ,4,135,84,Dau,4.0
750000000 ,3,54,90,Blimbing,
2000000000 ,3,170,170,Blimbing,3.0
2500000000 ,2,98,119,Blimbing,
560000000 ,2,48,72,Malang,7.0
397000000 ,3,54,72,Kedungkandang,
2000000000 ,5,250,162,Lowokwaru,
1800000000 ,3,110,200,Dau,7.0
2400000000 ,3,250,151,Lowokwaru,
2500000000 ,4,220,280,Blimbing,
550000000 ,3,65,60,Dau,5.0
950000000 ,3,150,84,Shanta,
10000000000 ,7,540,520,Dowo,
1250000000 ,4,80,80,Lowokwaru,
1950000000 ,4,150,216,Blimbing,
341000000 ,2,45,76,Kepanjen,
2875000000 ,4,150,181,Lowokwaru,
950000000 ,3,115,115,Malang,1.0
449000000 ,3,65,78,Kedungkandang,
2550000000 ,3,250,300,Lowokwaru,
1300000000 ,3,70,105,Blimbing,
1600000000 ,5,180,102,Malang,
1050000000 ,7,180,180,Lowokwaru,
799000000 ,4,84,84,Malang,2.0
1048000000 ,3,82,60,Malang,
1800000000 ,4,160,216,Klojen,
1400000000 ,3,90,85,Lowokwaru,
282000000 ,2,30,60,Sukun,
1300000000 ,3,240,120,Blimbing,
1500000000 ,3,170,103,Lowokwaru,
384000000 ,3,60,70,Kedungkandang,
544000000 ,2,45,70,Lowokwaru,
2375000000 ,3,220,194,Hatta,
2600000000 ,3,90,123,Blimbing,2.0
399000000 ,2,45,60,Cemorokandang,
1400000000 ,3,200,176,Malang,
1700000000 ,4,220,176,Lowokwaru,
399000000 ,3,70,60,Karangploso,
950000000 ,3,110,87,Malang,
349000000 ,2,45,65,Ploso,5.0
980000000 ,3,50,131,Lowokwaru,
4100000000 ,4,260,136,Malang,
2200000000 ,2,150,200,Blimbing,
350000000 ,2,38,60,Lowokwaru,
499000000 ,3,65,66,Dau,
380000000 ,2,36,60,Lowokwaru,
450000000 ,2,45,77,Dau,1.0
1750000000 ,4,135,126,Lowokwaru,3.0
1540000000 ,3,90,100,Dau,
412000000 ,2,50,72,Dau,20.0
650000000 ,4,112,66,Kedungkandang,4.0
1750000000 ,3,100,179,Klojen,
1325000000 ,4,200,110,Bukirsari,
1350000000 ,4,140,160,Blimbing,
1000000000 ,4,119,119,Blimbing,
1250000000 ,4,196,120,Malang,
2500000000 ,5,300,161,Lowokwaru,
400000000 ,2,60,99,Malang,
375000000 ,2,84,84,Malang,
2300000000 ,7,300,235,Blimbing,
650000000 ,2,60,122,Sukun,
1550000000 ,5,170,98,Blimbing,5.0
1850000000 ,4,200,226,Lowokwaru,10.0
6200000000 ,32,900,400,Lowokwaru,
1100000000 ,4,200,125,Blimbing,
350000000 ,2,36,60,Dau,
4800000000 ,5,500,405,Blimbing,
750000000 ,2,80,98,Lowokwaru,
2250000000 ,5,350,190,Blimbing,
1400000000 ,4,135,169,Karangbesuki,5.0
336000000 ,2,45,91,Wonokoyo,3.0
3600000000 ,4,380,420,Lowokwaru,
7000000000 ,6,500,276,Klojen,
3490000000 ,8,220,375,Blimbing,
500000000 ,2,60,72,Malang,
7500000000 ,13,450,789,Bunulrejo,
2600000000 ,10,185,208,Blimbing,
269000000 ,2,36,66,Malang,2.0
575000000 ,2,50,60,Ploso,
279000000 ,2,38,66,Kedungkandang,
700000000 ,4,75,84,Kedungkandang,
2000000000 ,3,190,190,Klojen,
1750000000 ,3,100,179,Klojen,
15000000000 ,3,179,179,Blimbing,
2500000000 ,4,238,240,Tlogomas,
2300000000 ,5,270,160,Blimbing,
585000000 ,3,90,96,Kepanjen,
528840000 ,2,50,86,Singosari,5.0
1180000000 ,4,114,97,Blimbing,2.0
1500000000 ,4,165,108,Malang,
269000000 ,2,40,72,Ploso,
365000000 ,2,36,60,Blimbing,
1250000000 ,3,135,135,Lowokwaru,
4200000000 ,7,250,356,Blimbing,
875000000 ,5,90,180,Blimbing,2.0
365000000 ,2,36,60,Blimbing,
375000000 ,2,50,33,Klojen,
345000000 ,2,38,63,Sukun,
700000000 ,2,90,90,Ploso,
385000000 ,3,80,63,Malang,3.0
1350000000 ,4,140,145,Blimbing,
3800000000 ,5,250,248,Gunung-gunung,
640000000 ,3,70,86,Batu,3.0
1900000000 ,6,180,156,Klojen,
1400000000 ,4,150,156,Malang,
800000000 ,4,210,105,Sawojajar,
1700000000 ,3,150,247,Dau,2.0
1600000000 ,4,150,225,Klojen,
475000000 ,3,90,111,Blimbing,
1150000000 ,3,90,72,Malang,2.0
325000000 ,2,45,76,Kepanjen,
330000000 ,2,45,70,Malang,
650000000 ,2,90,105,Sukun,1.0
3700000000 ,5,500,350,Blimbing,
560000000 ,2,42,90,Kedungkandang,10.0
1800000000 ,5,195,200,Klojen,
2450000000 ,4,185,200,Jingga,
850000000 ,3,100,116,Karangbesuki,
2500000000 ,5,350,160,Malang,10.0
5500000000 ,6,340,620,Sukun,
6300000000 ,4,500,300,Dau,2.0
15000000000 ,8,1500,900,Blimbing,
2900000000 ,10,416,30,Blimbing,
4350000000 ,3,260,275,Klojen,
2400000000 ,4,280,245,Lowokwaru,
3000000000 ,4,300,312,Klojen,
2250000000 ,3,180,162,Lowokwaru,
5500000000 ,6,200,338,Lowokwaru,
400000000 ,2,40,72,Kedungkandang,4.0
2500000000 ,5,275,225,Blimbing,
2700000000 ,5,360,240,Blimbing,6.0
3300000000 ,7,250,329,Malang,
2950000000 ,3,200,282,Klojen,
3250000000 ,5,300,260,Malang,2.0
3000000000 ,5,200,466,Blimbing,4.0
400000000 ,3,50,72,Lowokwaru,
165000000 ,1,25,60,Wagir,1.0
1600000000 ,4,150,120,Tunggulwulung,
825000000 ,2,39,105,Kedungkandang,
9750000000 ,6,600,540,Blimbing,
2000000000 ,4,200,240,Blimbing,
600000000 ,2,231,231,Pujon,12.0
245000000 ,2,30,60,Pakis,
950000000 ,4,120,84,Lowokwaru,
400000000 ,3,50,72,Lowokwaru,
270000000 ,1,21,127,Madyopuro,7.0
495000000 ,2,52,81,Sukun,3.0
2500000000 ,6,380,245,Blimbing,4.0
1900000000 ,7,328,164,Malang,
4250000000 ,6,640,403,Klojen,4.0
390000000 ,3,57,75,Kedungkandang,3.0
3300000000 ,3,150,332,Blimbing,
685000000 ,3,60,90,Dau,
825000000 ,4,120,80,Blimbing,3.0
3250000000 ,6,400,303,Sukun,13.0
3800000000 ,6,650,300,Blimbing,
2950000000 ,5,250,200,Blimbing,
2500000000 ,12,180,110,Lowokwaru,1.0
1500000000 ,3,100,128,Tidar,5.0
7100000000 ,48,960,240,Lowokwaru,2.0
360000000 ,2,50,107,Blimbing,
1500000000 ,11,198,115,Lowokwaru,3.0
2200000000 ,5,135,170,Sukun,1.0
725000000 ,3,160,121,Dau,
5000000000 ,6,220,2000,Dau,
990000000 ,4,190,230,Blimbing,
1100000000 ,4,160,162,Klojen,
7000000000 ,4,350,400,Dieng,
315000000 ,2,36,66,Karangploso,
725000000 ,2,45,120,Lowokwaru,
1200000000 ,3,100,85,Tidar,
1300000000 ,3,180,200,Blimbing,11.0
650000000 ,2,65,89,Tunggulwulung,18.0
500000000 ,2,60,72,Sukun,
799000000 ,2,47,90,Dau,11.0
370000000 ,2,48,72,Dau,
399500000 ,2,60,60,Cemorokandang,5.0
2000000000 ,3,250,550,Lowokwaru,
475000000 ,3,60,50,Madu,2.0
300000000 ,3,80,72,Pakisaji,
1500000000 ,3,230,190,Buah-buahan,
1500000000 ,11,198,115,Lowokwaru,3.0
1100000000 ,3,150,223,Klojen,
550000000 ,2,60,76,Sulfat,
325000000 ,2,36,60,Lowokwaru,
450000000 ,2,36,73,Blimbing,3.0
3500000000 ,4,375,250,Blimbing,
825000000 ,4,120,80,Blimbing,4.0
279000000 ,2,36,66,Malang,5.0
240000000 ,2,32,72,Kedungkandang,5.0
1200000000 ,7,135,135,Dau,
400000000 ,2,54,77,Dau,
1100000000 ,3,200,240,Sukun,4.0
199000000 ,1,21,66,Ploso,7.0
3000000000 ,5,200,210,Lowokwaru,3.0
180000000 ,2,40,60,Kedungkandang,
1300000000 ,3,180,200,Lowokwaru,
525000000 ,2,84,84,Malang,
428250000 ,2,40,60,Timika,5.0
878000000 ,3,80,136,Tlogomas,1.0
850000000 ,3,84,84,Ploso,
9000000000 ,67,1200,525,Lowokwaru,
1800000000 ,4,200,126,Sukun,
650000000 ,2,67,98,Ploso,2.0
6000000000 ,5,300,425,Kota,
200000000 ,2,30,60,Karangploso,
701500555 ,2,75,75,Lowokwaru,
700000000 ,2,70,91,Karangbesuki,2.0
1200000000 ,3,50,131,Lowokwaru,
3200000000 ,5,300,195,Blimbing,1.0
2400000000 ,4,150,293,Kedungkandang,
750000000 ,3,130,109,Lowokwaru,5.0
400000000 ,3,55,60,Sukun,
1250000000 ,3,140,141,Purwantoro,3.0
5500000000 ,4,300,435,Lowokwaru,
387400000 ,2,36,72,Merjosari,7.0
350000000 ,2,39,71,Kedungkandang,9.0
850000000 ,2,90,100,Lowokwaru,
471000000 ,2,36,69,Blimbing,
1800000000 ,5,180,153,Lowokwaru,
1250000000 ,3,222,147,Lowokwaru,
700000000 ,2,45,127,SUKUN,
3000000000 ,3,150,200,Jingga,
352000000 ,2,22,72,Cemorokandang,
380000000 ,3,50,72,Singosari,
700000000 ,2,65,81,Dau,
441000000 ,2,44,66,Merjosari,5.0
620000000 ,2,60,77,Lowokwaru,
1500000000 ,11,198,115,Lowokwaru,5.0
780000000 ,2,65,85,Tulusrejo,8.0
229000000 ,2,40,72,Ploso,
359022222 ,3,65,90,Ploso,22.0
900000000 ,9,254,127,Kaliurang,
1850000000 ,3,110,135,Lowokwaru,
365000000 ,2,84,84,Sukun,
1350000000 ,4,140,145,Blimbing,
2800000000 ,5,290,200,Blimbing,
1400000000 ,5,289,303,MALANG,
600000000 ,2,65,71,Blimbing,
740000000 ,2,85,96,Malang,
975000000 ,2,205,117,Sukun,1.0
1675000000 ,3,171,171,Malang,
1850000000 ,6,193,173,Lowokwaru,2.0
390000000 ,2,36,60,Dau,1.0
600000000 ,5,131,90,Ploso,1.0
700000000 ,2,45,127,SUKUN,
900000000 ,3,100,135,Malang,
600000000 ,2,60,96,Lowokwaru,
800000000 ,2,60,75,Malang,
1191000000 ,2,60,110,Sukun,
1500000000 ,3,100,123,malang,4.0
1550000000 ,3,85,150,Malang,
2600000000 ,5,200,280,Blimbing,
380000000 ,3,50,72,Singosari,
700000000 ,2,65,81,Dau,
441000000 ,2,44,66,Merjosari,5.0
1650000000 ,2,55,155,Lowokwaru,
1300000000 ,3,180,108,Sengkaling,
1100000000 ,3,120,60,Hatta,
600000000 ,2,70,92,Sukun,
800000000 ,3,105,105,Malang,
1750000000 ,3,130,200,Sukun,
850000000 ,3,160,107,Malang,
825000000 ,4,120,80,Blimbing,4.0
431000000 ,2,38,72,Merjosari,
534000000 ,2,54,72,Timur,4.0
2800000000 ,5,290,200,Blimbing,
850000000 ,3,160,84,Limboto,
300000000 ,2,40,65,Kedungkandang,
750000000 ,3,65,176,65152,1.0
265000000 ,2,36,60,Ploso,4.0
945000000 ,3,75,90,Kedungkandang,
1600000000 ,3,140,170,Blimbing,
1600000000 ,3,120,120,Blimbing,2.0
2700000000 ,5,300,280,Blimbing,
1950000000 ,8,300,174,Waringin,
1700000000 ,4,75,286,Lowokwaru,3.0
1000000000 ,3,205,205,Malang,
700000000 ,2,54,84,Malang,
525000000 ,3,65,67,Dau,2.0
1191000000 ,2,60,110,Sukun,
365000000 ,2,36,60,Lowokwaru,
219000000 ,2,36,66,Ploso,
1750000000 ,3,130,200,Sukun,
706000000 ,2,54,112,Kedungkandang,
12000000000 ,7,600,525,Lowokwaru,
1700000000 ,5,154,132,Lowokwaru,
200000000 ,2,38,66,Kedungkandang,
700000000 ,2,112,112,Atletik,
3100000000 ,4,165,144,Lowokwaru,1.0
295000000 ,2,40,70,Kedungkandang,8.0
2100000000 ,3,150,171,Lowokwaru,
1300000000 ,7,180,87,Lowokwaru,
3400000000 ,2,150,200,Malang,
975000000 ,9,200,128,Sukun,
1400000000 ,3,90,72,Lowokwaru,
400000000 ,2,50,72,Lowokwaru,
400000000 ,2,46,60,Lowokwaru,
650000000 ,3,54,61,Blimbing,
1130000000 ,3,150,208,Lowokwaru,
1800000000 ,6,250,105,Lowokwaru,
351000000 ,2,33,60,Dau,18.0
950000000 ,4,120,159,MALANG,
1000000000 ,9,240,120,Dau,5.0
1500000000 ,3,170,103,Malang,
613000000 ,42,69,69,Lowokwaru,
833750500 ,2,75,98,Ploso,2.0
2700000000 ,5,300,280,Blimbing,
4800000000 ,5,500,405,Blimbing,
365000000 ,2,36,60,Lowokwaru,
497000000 ,2,36,6,Lowokwaru,
1450000000 ,2,70,199,Dau,
3500000000 ,11,300,250,Klojen,
3300000000 ,6,250,262,Blimbing,2.0
219000000 ,2,36,66,Ploso,
950000000 ,4,112,87,MALANG,
800000000 ,3,100,77,Lowokwaru,
557000000 ,3,57,72,Lowokwaru,
200000000 ,2,38,66,Kedungkandang,
1300000000 ,3,85,126,Lowokwaru,2.0
2200000000 ,2,262,348,Sukun,
560000000 ,2,48,71,Malang,5.0
1000000000 ,2,75,84,Lowokwaru,8.0
360950000 ,2,36,72,Dau,
900000000 ,3,90,117,Blimbing,
700000000 ,1,70,109,Malang,5.0
400000000 ,2,50,72,Lowokwaru,
3200000000 ,3,150,403,Lowokwaru,4.0
650000000 ,3,112,112,Ploso,
298000000 ,2,30,60,Sukun,
675000000 ,2,45,112,Lowokwaru,
2500000000 ,3,400,268,Malang,
620000008 ,2,45,100,Lowokwaru,
2600000000 ,4,200,266,Malang,
500000000 ,2,80,92,Singosari,6.0
5000000000 ,8,250,449,Mojolangu,3.0
1850000000 ,3,294,294,Lowokwaru,
613000000 ,42,69,69,Lowokwaru,
6200000000 ,5,300,395,Malang,2.0
900000000 ,3,97,115,Blimbing,
3000000000 ,3,242,453,Araya,5.0
1250000000 ,7,185,150,Blimbing,5.0
471000000 ,2,36,69,Blimbing,
254000000 ,2,36,79,Kepanjen,
2500000000 ,5,300,165,Lowokwaru,7.0
8500000000 ,4,600,842,Blimbing,
13500000000 ,5,250,221,Malang,1.0
325000000 ,2,36,60,Lowokwaru,
3500000000 ,6,400,388,Blimbing,
950000000 ,8,255,152,Malang,
1000000000 ,3,148,148,Malang,
290000000 ,2,36,60,Singosari,9.0
284000000 ,2,38,60,Malang,11.0
675000000 ,3,70,103,Blimbing,
600000000 ,2,50,72,Klojen,
700000000 ,1,70,109,Malang,5.0
2500000000 ,25,450,244,Lowokwaru,
6000000000 ,10,600,706,Sukun,1.0
700000000 ,2,80,108,Sukun,
900000000 ,4,200,288,Malang,
850000000 ,3,140,110,Blimbing,7.0
850000000 ,3,78,78,Ploso,
395000000 ,3,40,60,Malang,
225000000 ,2,36,60,Singosari,
3200000000 ,6,250,381,Sukun,
975000000 ,3,110,130,Lowokwaru,
2850000000 ,5,251,239,Blimbing,
7000000000 ,5,462,831,Blimbing,
349000000 ,2,50,60,Kedungkandang,
350000000 ,2,60,60,Kedungkandang,
2800000000 ,4,290,200,Blimbing,4.0
850000000 ,2,90,136,Lowokwaru,
530000000 ,2,38,69,Blimbing,2.0
1700000000 ,4,180,200,Dau,
350000000 ,2,36,57,Malang,1.0
975000000 ,3,100,110,Mojolangu,10.0
425000000 ,2,100,103,Kedungkandang,
1200000000 ,3,100,122,Lowokwaru,
3250000000 ,5,300,357,Tidar,
9000000000 ,9,620,375,Blimbing,
1250000000 ,3,110,159,Lowokwaru,
384000000 ,3,60,70,Kedungkandang,
215000000 ,2,40,60,Sukun,
3850000000 ,4,300,300,DIeng,
2500000000 ,6,380,245,Blimbing,4.0
7000000000 ,4,601,401,Lowokwaru,
260000000 ,2,36,60,Malang,
350000000 ,2,38,60,Blimbing,
1300000000 ,7,150,147,Bandulan,
415000000 ,3,42,65,Lowokwaru,
3500000000 ,21,360,160,Lowokwaru,
4000000000 ,3,375,250,Blimbing,11.0
5000000000 ,3,410,270,Lowokwaru,
1988000000 ,5,160,200,Blimbing,7.0
3200000000 ,4,170,356,Blimbing,5.0
580000000 ,2,60,60,Ploso,3.0
9500000000 ,5,300,1550,Batu,
5500000000 ,5,340,620,Pisangcandi,3.0
900000000 ,3,166,83,Blimbing,2.0
880000000 ,3,90,102,Sukun,
10000000000 ,4,372,480,Blimbing,5.0
1130000000 ,3,120,99,Klojen,7.0
900000000 ,4,95,94,Blimbing,8.0
6000000000 ,6,250,657,Lowokwaru,10.0
975000000 ,2,55,91,Lowokwaru,
3250000000 ,6,400,303,Malang,
3465000000 ,5,200,302,Klojen,
5500000000 ,5,500,375,Blimbing,
450000000 ,2,50,60,Tanjungrejo,3.0
238000000 ,2,30,30,Singosari,
600000000 ,2,45,86,Lowokwaru,3.0
750000000 ,3,90,59,Klojen,
400000000 ,2,50,72,Lowokwaru,
710000000 ,2,50,100,Lowokwaru,
12000000000 ,5,325,553,Klojen,
600000000 ,3,50,72,Lowokwaru,
900000000 ,3,115,107,Blimbing,
2200000000 ,4,134,120,Lowokwaru,
415000000 ,3,42,65,Lowokwaru,
545000000 ,2,75,75,Blimbing,
890000000 ,8,142,72,Lowokwaru,
591000000 ,2,45,83,Tunggulwulung,
1600000000 ,5,250,250,Malang,
600000000 ,2,50,134,Lowokwaru,
2600000000 ,4,200,200,Blimbing,
2600000000 ,4,200,315,Blimbing,
709000000 ,3,80,75,Ploso,5.0
470000000 ,3,90,90,Malang,
325000000 ,2,46,60,Dau,
5300000000 ,5,300,338,Lowokwaru,
750000000 ,3,70,60,Blimbing,
680000000 ,5,72,80,Dau,
300000000 ,2,40,84,Kedungkandang,
5500000000 ,3,100,289,Lowokwaru,6.0
10000000000 ,4,372,480,Blimbing,5.0
2100000000 ,3,100,225,Malang,
950000000 ,5,156,105,Kedungkandang,
3512000000 ,4,255,210,Dau,
575000000 ,2,58,72,Blimbing,
325000000 ,2,40,60,Kedungkandang,7.0
2950000000 ,5,400,255,Lowokwaru,
1530000000 ,4,200,177,Lowokwaru,5.0
600000000 ,2,50,130,Lowokwaru,
1100000000 ,3,100,135,Klojen,2.0
2400000000 ,5,270,160,Blimbing,
3000000000 ,14,480,248,Lowokwaru,
980000000 ,2,110,134,Lowokwaru,
2000000000 ,3,125,160,Blimbing,5.0
1200000000 ,3,75,149,Lowokwaru,
3500000000 ,22,350,160,Lowokwaru,3.0
365000000 ,2,36,60,Dau,
563000000 ,2,54,86,Lowokwaru,
201000000 ,2,60,30,Wagir,2.0
499000000 ,3,80,98,Malang,4.0
709000000 ,3,80,75,Ploso,5.0
315000000 ,2,22,72,Pakis,
400000000 ,3,65,60,Blimbing,
825000000 ,2,70,133,Sukun,4.0
825000000 ,3,124,124,Blimbing,
1500000000 ,4,120,126,Blimbing,6.0
675000000 ,3,90,90,MALANG,
17500000000 ,4,1050,760,Blimbing,5.0
3200000000 ,6,400,342,Blimbing,
300000000 ,2,40,84,Kedungkandang,
310000000 ,2,60,84,Pakisaji,1.0
2100000000 ,3,100,225,Malang,
5000000000 ,7,200,315,Malang,
800000000 ,3,133,133,Lowokwaru,
980000000 ,3,200,270,Dau,
1100000000 ,3,250,190,Blimbing,2.0
275000000 ,2,42,90,Pakisaji,
226000000 ,1,21,98,Sumbersari,7.0
350000000 ,2,45,77,Pakis,4.0
950000000 ,3,80,103,BATU,
335000000 ,2,52,84,Wonokoyo,
492000000 ,3,56,60,Malang,3.0
4250000000 ,5,800,509,Klojen,
6500000000 ,5,350,264,Malang,
3300000000 ,3,250,300,Blimbing,
255000000 ,2,40,63,Karangploso,
1400000000 ,3,162,162,Hatta,
320000000 ,2,40,80,Dau,
10500000000 ,15,720,722,Kota,
499000000 ,2,78,98,Sukun,
1200000000 ,2,70,120,Klojen,
300000000 ,2,36,72,Ploso,6.0
850000000 ,2,80,100,Blimbing,
3300000000 ,6,350,401,Tidar,
765000000 ,2,80,100,Blimbing,
180000000 ,2,40,60,Kedungkandang,
1300000000 ,3,100,120,Blimbing,4.0
330400000 ,2,50,77,Kedungkandang,6.0
850000000 ,3,150,84,Lowokwaru,
675000000 ,3,70,103,Balearjosari,2.0
5750000000 ,4,500,491,Blimbing,
314000000 ,2,30,60,Sukun,
975000000 ,3,100,109,Lowokwaru,
450000000 ,2,50,60,Tunjungsekar,
600000000 ,2,50,72,Lowokwaru,
2975000000 ,3,300,250,Blimbing,
3500000000 ,4,254,280,Dau,2.0
850000000 ,3,100,120,Blimbing,
3000000000 ,4,192,192,Lowokwaru,4.0
3000000000 ,3,70,211,Lowokwaru,
650000000 ,3,55,72,Lowokwaru,
980000000 ,3,200,270,Dau,5.0
1350000000 ,3,227,127,Sukun,2.0
5500000000 ,6,500,375,Blimbing,
2500000000 ,4,260,157,Lowokwaru,
399000000 ,3,39,60,Madu,
3400000000 ,2,150,157,Klojen,11.0
1550000000 ,3,161,161,Klojen,
1000000000 ,3,148,148,Dau,
500000000 ,2,60,72,Sukun,
180000000 ,2,40,60,Kedungkandang,
950000000 ,2,55,105,Tidar,
2400000000 ,15,245,139,Lowokwaru,2.0
800000000 ,4,130,63,Sengkaling,
725000000 ,3,70,72,Blimbing,
10000000000 ,5,500,399,Gunung-gunung,
640000000 ,3,72,72,Malang,
2500000000 ,7,350,214,PBI,
515000000 ,3,70,42,Blimbing,
5000000000 ,3,410,270,Lowokwaru,1.0
675000000 ,3,70,103,Balearjosari,2.0
244000000 ,2,38,60,Pakis,
940000000 ,3,200,100,Blimbing,
2500000000 ,5,378,189,Mojolangu,5.0
370000000 ,3,60,85,Kepanjen,
1200000000 ,4,110,144,Klojen,
300000000 ,2,50,75,Malang,
7000000000 ,5,750,546,Blimbing,
1200000000 ,4,150,170,Blimbing,2.0
980000000 ,3,200,270,Dau,5.0
1000000000 ,2,180,126,Blimbing,
900000000 ,2,71,98,Karangbesuki,
455000000 ,3,48,70,Lowokwaru,
6800000000 ,4,510,430,Klojen,
217000000 ,2,32,60,Kedungkandang,8.0
525000000 ,2,65,83,Tlogomas,4.0
800000000 ,6,290,88,Klojen,
174000000 ,2,28,60,Kepanjen,6.0
7000000000 ,11,550,359,Blimbing,
199000000 ,2,21,66,Karangploso,
400000000 ,2,42,69,Merjosari,
1400000000 ,4,129,200,Blimbing,2.0
650000000 ,3,96,96,Lowokwaru,
150000000 ,2,32,60,Karangploso,
300000000 ,2,40,72,Kedungkandang,9.0
515000000 ,3,70,42,Blimbing,
565000000 ,2,48,84,Dau,1.0
275000000 ,2,40,60,Karanglo,
10000000000 ,5,350,540,Malang,
264999999 ,2,39,42,Pakis,5.0
900000000 ,3,105,113,Dinoyo,4.0
473000000 ,2,40,67,Sukun,
1800000000 ,3,400,300,Pakis,
1200000000 ,4,110,144,Klojen,
3300000000 ,5,500,675,Lowokwaru,
5500000000 ,4,280,295,Lowokwaru,3.0
421000000 ,2,38,60,Dau,
355000000 ,3,52,70,Singosari,
3200000000 ,3,150,200,Sukun,
249000000 ,2,25,60,Arjowinangun,4.0
1000000000 ,2,180,126,Blimbing,
2750000000 ,5,400,286,Blimbing,
1025000000 ,2,90,90,Malang,2.0
900000000 ,2,71,98,Sukun,
1000000000 ,7,180,202,Lowokwaru,
400000000 ,2,40,70,Dinoyo,1.0
1750000000 ,5,240,123,Lowokwaru,
1700000000 ,6,193,173,Lowokwaru,
1895000000 ,4,155,120,Lowokwaru,
850000000 ,2,50,93,Lowokwaru,
1500000000 ,3,152,152,Malang,
1150000000 ,3,125,102,Blimbing,
650000000 ,2,70,95,Malang,
1350000000 ,3,121,135,Malang,
1500000000 ,2,120,168,Lowokwaru,
155000000 ,1,21,50,Singosari,6.0
600000000 ,2,70,92,Ploso,2.0
350000000 ,2,55,84,Malang,
1250000000 ,3,120,120,Lowokwaru,
1500000000 ,5,130,130,Malang,6.0
3400000000 ,5,328,300,Blimbing,
1890000000 ,5,152,180,Blimbing,12.0
1100000000 ,4,120,135,Blimbing,4.0
700000000 ,2,45,80,Malang,
701500000 ,2,75,98,Sawojajar,4.0
1700000000 ,4,140,130,Shanta,
3700000000 ,3,225,225,Malang,
650000000 ,3,370,407,Tlogowaru,3.0
3025000000 ,4,200,325,Sukun,
2000000000 ,5,200,260,Dau,
1750000000 ,4,275,135,Blimbing,
1300000000 ,9,300,240,Malang,
1300000000 ,7,250,108,Blimbing,
1250000000 ,3,100,136,Dau,1.0
840000000 ,2,115,71,Lowokwaru,
900000000 ,3,90,117,Blimbing,
790000000 ,3,180,89,Sukun,
1530000000 ,4,200,177,Lowokwaru,5.0
13500000000 ,7,750,1267,Tidar,
1900000000 ,3,99,99,Malang,
1800000000 ,6,200,126,Lowokwaru,
275000000 ,2,36,72,Kedungkandang,
1150000000 ,3,125,102,Blimbing,
2500000000 ,3,180,162,Lowokwaru,
650000000 ,2,70,95,Malang,
435000000 ,2,50,80,Kedungkandang,
314000000 ,1,23,60,Sukun,
570000000 ,2,36,78,Tidar,
2250000000 ,3,150,212,Blimbing,
650000000 ,2,70,90,Lowokwaru,
425000000 ,2,54,72,Malang,
400000000 ,2,56,70,Sukun,
1700000000 ,5,105,117,Lowokwaru,
1250000000 ,3,120,120,Lowokwaru,
700000000 ,2,45,80,Malang,
1000000000 ,3,72,136,Lowokwaru,
1700000000 ,4,140,130,Shanta,
1250000000 ,4,80,80,Lowokwaru,
3700000000 ,3,225,225,Malang,
495000000 ,2,59,81,Sukun,6.0
2800000000 ,6,200,174,Lowokwaru,3.0
1500000000 ,4,112,112,Malang,1.0
975000000 ,3,75,98,Lowokwaru,7.0
250000000 ,2,36,66,Pakis,
1550000000 ,4,200,177,Lowokwaru,3.0
15000000000 ,6,500,749,Klojen,
1100000000 ,2,120,126,Malang,
1350000000 ,3,110,120,Blimbing,
985000000 ,3,72,136,Kota,
1800000000 ,5,195,200,Klojen,
1600000000 ,3,120,120,Blimbing,
1800000000 ,3,400,300,Pakis,
325000000 ,2,36,60,Dau,
2100000000 ,4,160,275,Dieng,
1350000000 ,2,172,92,Sukun,1.0
850000000 ,3,80,78,Lowokwaru,3.0
1350000000 ,4,200,130,Blimbing,6.0
3500000000 ,4,210,270,Malang,3.0
1250000000 ,3,100,126,Lowokwaru,
656000000 ,3,70,91,Dau,3.0
1800000000 ,5,195,200,Klojen,
1800000000 ,7,300,108,Blimbing,
810000000 ,2,58,60,Blimbing,10.0
920000000 ,2,126,98,Lowokwaru,
400000000 ,2,60,93,sidorahayu,5.0
425000000 ,3,58,68,Dinoyo,9.0
576000000 ,2,40,72,Pakis,
750000000 ,2,36,78,Sukun,
992000000 ,2,75,92,Blimbing,7.0
4500000000 ,5,250,400,Lowokwaru,
7100000000 ,6,600,800,Dieng,
1100000000 ,5,178,121,Dau,
442000000 ,3,60,116,Karangploso,2.0
1250000000 ,2,85,147,Araya,
