price,bedroom,hsize,lsize,location_bin
975.0,3.0,130.0,140.0,Lowokwaru
975.0,2.0,85.0,108.0,other
600.0,3.0,120.0,60.0,other
615.0,2.0,75.0,75.0,Blimbing
790.0,3.0,120.0,89.0,Sukun
1300.0,3.0,97.0,91.0,Blimbing
135.0,2.0,27.0,60.0,other
4250.0,6.0,400.0,403.0,Sukun
3000.0,5.0,275.0,333.0,Klojen
525.0,3.0,70.0,100.0,Lowokwaru
975.0,2.0,85.0,108.0,other
565.0,3.0,57.0,70.0,Lowokwaru
1500.0,3.0,120.0,170.0,other
325.0,2.0,40.0,60.0,other
1900.0,5.0,150.0,180.0,Lowokwaru
650.0,2.0,66.0,70.0,other
1100.0,3.0,125.0,124.0,other
267.0,2.0,32.0,60.0,Kedungkandang
800.0,3.0,126.0,79.0,Blimbing
575.0,2.0,70.0,102.0,other
1000.0,3.0,90.0,153.0,Blimbing
295.0,2.0,30.0,60.0,Kedungkandang
468.0,2.0,45.0,70.0,Lowokwaru
850.0,3.0,150.0,105.0,Blimbing
1200.0,2.0,155.0,142.0,Blimbing
875.0,3.0,100.0,127.0,Lowokwaru
1450.0,3.0,90.0,126.0,Lowokwaru
550.0,3.0,80.0,65.0,Lowokwaru
900.0,2.0,42.0,72.0,Sukun
1400.0,2.0,130.0,72.0,other
4800.0,5.0,500.0,405.0,Blimbing
6500.0,4.0,350.0,518.0,Lowokwaru
970.0,2.0,75.0,77.0,Blimbing
308.0,2.0,30.0,63.0,Blimbing
2500.0,3.0,225.0,150.0,other
529.0,3.0,70.0,42.0,Lowokwaru
247.0,2.0,32.0,60.0,Kedungkandang
850.0,2.0,85.0,93.0,Klojen
369.0,2.0,50.0,60.0,Kedungkandang
750.0,3.0,100.0,140.0,Sukun
925.0,3.0,100.0,120.0,other
3000.0,3.0,110.0,211.0,other
2350.0,6.0,400.0,298.0,Lowokwaru
775.0,3.0,90.0,188.0,Kedungkandang
700.0,3.0,70.0,71.0,Lowokwaru
730.0,2.0,60.0,102.0,Blimbing
1850.0,4.0,105.0,105.0,Blimbing
600.0,3.0,75.0,99.0,other
600.0,2.0,50.0,86.0,other
2800.0,3.0,108.0,264.0,Klojen
400.0,1.0,64.0,72.0,Kedungkandang
400.0,2.0,54.0,77.0,other
426.0,2.0,42.0,66.0,Kedungkandang
425.0,3.0,46.0,60.0,Lowokwaru
850.0,3.0,62.0,98.0,other
589.0,3.0,54.0,72.0,Lowokwaru
400.0,2.0,50.0,72.0,Lowokwaru
825.0,4.0,150.0,91.0,Lowokwaru
600.0,2.0,70.0,126.0,other
499.0,3.0,50.0,72.0,Lowokwaru
535.0,2.0,45.0,79.0,Lowokwaru
1150.0,2.0,75.0,90.0,Sukun
1800.0,3.0,200.0,225.0,Sukun
1300.0,3.0,90.0,130.0,other
5000.0,4.0,167.0,673.0,Lowokwaru
475.0,2.0,45.0,81.0,other
600.0,3.0,75.0,99.0,other
910.0,2.0,80.0,143.0,Sukun
1150.0,4.0,91.0,91.0,Lowokwaru
625.0,3.0,47.0,121.0,Lowokwaru
515.0,2.0,78.0,78.0,Lowokwaru
1400.0,3.0,110.0,129.0,Lowokwaru
950.0,4.0,130.0,84.0,Lowokwaru
570.0,3.0,50.0,73.0,Lowokwaru
3200.0,3.0,170.0,407.0,Klojen
840.5,3.0,88.0,88.0,other
355.0,2.0,40.0,57.0,other
640.0,3.0,72.0,72.0,other
2200.0,3.0,150.0,203.0,Klojen
400.0,2.0,42.0,100.0,Kedungkandang
1130.0,3.0,120.0,99.0,Lowokwaru
350.0,2.0,38.0,60.0,Lowokwaru
575.0,2.0,113.0,74.0,other
700.0,2.0,84.0,50.0,other
335.0,2.0,36.0,72.0,Lowokwaru
1700.0,3.0,130.0,120.0,other
970.0,3.0,98.0,88.0,Lowokwaru
850.0,3.0,75.0,143.0,other
950.0,4.0,200.0,206.0,Lowokwaru
1500.0,3.0,275.0,157.0,Klojen
550.0,1.0,70.0,79.0,other
1200.0,4.0,159.0,126.0,Lowokwaru
680.0,2.0,46.0,81.0,Blimbing
1500.0,5.0,350.0,240.0,Klojen
3000.0,5.0,200.0,210.0,Lowokwaru
5750.0,5.0,300.0,441.0,Sukun
2600.0,4.0,185.0,200.0,Lowokwaru
775.0,2.0,60.0,96.0,other
160.0,2.0,30.0,60.0,other
650.0,2.0,66.0,60.0,Sukun
346.6975,2.0,36.0,77.0,other
700.0,6.0,150.0,64.0,Lowokwaru
375.0,2.0,50.0,70.0,Blimbing
975.0,3.0,110.0,112.0,Blimbing
525.0,3.0,79.0,79.0,other
850.0,2.0,50.0,93.0,Lowokwaru
2200.0,4.0,180.0,120.0,other
5000.0,4.0,650.0,375.0,Blimbing
4800.0,5.0,500.0,405.0,other
420.0,2.0,84.0,84.0,other
1300.0,4.0,145.0,145.0,other
1350.0,4.0,175.0,150.0,Blimbing
215.0,2.0,40.0,52.0,Sukun
950.0,4.0,200.0,206.0,Lowokwaru
850.0,3.0,75.0,143.0,other
565.0,3.0,57.0,70.0,Lowokwaru
1300.0,3.0,90.0,109.0,Lowokwaru
685.0,2.0,65.0,89.0,other
1300.0,2.0,200.0,220.0,other
1330.0,5.0,250.0,120.0,other
683.0,3.0,60.0,69.0,Lowokwaru
875.0,2.0,116.0,116.0,Sukun
1800.0,3.0,146.0,200.0,Blimbing
250.0,2.0,30.0,90.0,other
6000.0,4.0,450.0,370.0,Blimbing
2000.0,3.0,180.0,240.0,Blimbing
1700.0,2.0,86.0,228.0,Blimbing
1500.0,3.0,170.0,103.0,Lowokwaru
975.0,3.0,110.0,112.0,Blimbing
494.0,2.0,36.0,97.0,other
475.0,2.0,54.0,105.0,Lowokwaru
925.0,2.0,75.0,149.0,Lowokwaru
450.0,2.0,45.0,72.0,other
700.0,2.0,70.0,96.0,Lowokwaru
2600.0,4.0,260.0,157.0,Blimbing
650.0,3.0,70.0,82.0,Lowokwaru
680.0,2.0,46.0,81.0,Blimbing
580.0,3.0,120.0,120.0,other
514.0,3.0,54.0,72.0,Lowokwaru
1100.0,4.0,150.0,108.0,other
700.0,2.0,80.0,108.0,Sukun
3250.0,5.0,300.0,357.0,other
540.0,2.0,60.0,72.0,other
5000.0,3.0,400.0,312.0,Blimbing
310.0,2.0,46.0,72.0,Lowokwaru
2000.0,6.0,300.0,200.0,Sukun
435.0,2.0,40.0,68.0,other
2300.0,4.0,110.0,216.0,Lowokwaru
2700.0,4.0,204.0,240.0,Blimbing
319.0,2.0,40.0,112.0,Kedungkandang
2700.0,5.0,300.0,280.0,Blimbing
341.0,2.0,45.0,76.0,Blimbing
1250.0,5.0,210.0,175.0,Sukun
650.0,2.0,70.0,165.0,other
2900.0,6.0,120.0,339.0,Lowokwaru
1700.0,2.0,86.0,228.0,Blimbing
900.0,3.0,95.0,86.0,other
1350.0,4.0,200.0,130.0,Blimbing
475.0,2.0,54.0,77.0,other
975.0,4.0,80.0,83.0,Lowokwaru
985.0,3.0,100.0,150.0,other
1200.0,4.0,144.0,72.0,Lowokwaru
850.0,4.0,72.0,135.0,Blimbing
1100.0,3.0,140.0,83.0,Lowokwaru
5000.0,4.0,167.0,673.0,other
1100.0,3.0,110.0,76.0,Lowokwaru
750.0,1.0,90.0,112.0,other
1800.0,4.0,145.0,135.0,Lowokwaru
1600.0,3.0,160.0,234.0,Blimbing
2900.0,6.0,120.0,339.0,Lowokwaru
475.0,2.0,70.0,70.0,Sukun
3200.0,6.0,180.0,332.0,Lowokwaru
330.0,2.0,45.0,75.0,Lowokwaru
450.0,2.0,50.0,60.0,other
490.0,3.0,54.0,98.0,other
231.0,2.0,30.0,73.0,Lowokwaru
471.0,2.0,36.0,69.0,Blimbing
1400.0,3.0,90.0,72.0,Lowokwaru
2500.0,3.0,300.0,277.0,other
850.0,4.0,99.0,124.0,other
1500.0,4.0,170.0,126.0,other
1000.0,4.0,100.0,169.0,Blimbing
1144.0,3.0,105.0,112.0,Lowokwaru
2850.0,4.0,251.0,239.0,Blimbing
1250.0,3.0,100.0,120.0,Blimbing
3300.0,4.0,300.0,506.0,Blimbing
1450.0,6.0,280.0,275.0,Lowokwaru
625.0,2.0,60.0,112.0,Sukun
2900.0,4.0,200.0,210.0,Lowokwaru
1275.0,2.0,100.0,105.0,Sukun
2900.0,4.0,200.0,294.0,Sukun
424.0,2.0,48.0,66.0,Lowokwaru
1540.0,3.0,90.0,100.0,Lowokwaru
600.0,2.0,45.0,86.0,Lowokwaru
360.0,2.0,62.0,88.0,Sukun
730.0,2.0,45.0,98.0,Sukun
1400.0,4.0,150.0,150.0,other
295.0,2.0,54.0,128.0,other
350.0,2.0,55.0,72.0,other
700.0,3.0,72.0,115.0,Lowokwaru
850.0,2.0,45.0,123.0,other
1200.0,5.0,150.0,144.0,Sukun
330.0,2.0,42.0,42.0,Lowokwaru
1490.0,3.0,116.0,116.0,other
1950.0,4.0,240.0,160.0,other
750.0,3.0,70.0,105.0,other
275.0,2.0,36.0,60.0,other
420.0,3.0,60.0,77.0,other
3300.0,3.0,250.0,300.0,Lowokwaru
495.0,2.0,52.0,81.0,Sukun
600.0,2.0,45.0,88.0,Lowokwaru
478.0,3.0,56.0,60.0,other
775.0,3.0,124.0,124.0,Lowokwaru
1450.0,4.0,120.0,147.0,Lowokwaru
400.0,2.0,40.0,71.0,Lowokwaru
1695.0,3.0,170.0,240.0,Blimbing
700.0,3.0,60.0,88.0,Lowokwaru
243.0,2.0,32.0,54.0,other
850.0,4.0,180.0,106.0,other
280.0,2.0,60.0,84.0,other
3300.0,3.0,300.0,200.0,Lowokwaru
410.0,2.0,65.0,85.0,other
3000.0,4.0,200.0,210.0,Lowokwaru
1400.0,3.0,75.0,150.0,Lowokwaru
1550.0,5.0,140.0,78.0,other
615.0,3.0,80.0,65.0,other
760.0,2.0,47.0,113.0,Sukun
1200.0,4.0,90.0,116.0,other
850.0,2.0,66.0,90.0,Blimbing
1250.0,3.0,110.0,159.0,Lowokwaru
1500.0,4.0,167.0,188.0,other
500.0,2.0,31.0,40.0,other
1600.0,2.0,100.0,120.0,Klojen
1400.0,4.0,200.0,231.0,other
7500.0,3.0,350.0,404.0,Klojen
689.0,3.0,65.0,72.0,Lowokwaru
950.0,3.0,130.0,100.0,Lowokwaru
900.0,2.0,75.0,178.0,other
2700.0,4.0,150.0,144.0,Lowokwaru
3500.0,4.0,375.0,250.0,Blimbing
2000.0,6.0,200.0,300.0,other
350.0,2.0,38.0,60.0,Lowokwaru
1700.0,4.0,126.0,116.0,other
1500.0,3.0,70.0,170.0,other
850.0,2.0,90.0,120.0,Blimbing
365.0,2.0,36.0,60.0,Blimbing
400.0,2.0,70.0,72.0,other
471.0,2.0,36.0,69.0,Lowokwaru
1000.0,3.0,143.0,203.0,Blimbing
514.0,3.0,54.0,72.0,other
2800.0,6.0,290.0,200.0,Blimbing
225.0,2.0,40.0,64.0,other
2750.0,4.0,250.0,200.0,Blimbing
351.0,2.0,33.0,60.0,other
1900.0,5.0,300.0,105.0,Lowokwaru
735.0,3.0,45.0,120.0,Lowokwaru
1900.0,4.0,100.0,352.0,other
950.0,2.0,70.0,135.0,Blimbing
3000.0,3.0,165.0,200.0,Sukun
1900.0,2.0,55.0,105.0,Lowokwaru
594.0,3.0,70.0,76.0,other
450.0,2.0,50.0,60.0,Lowokwaru
350.0,2.0,36.0,60.0,other
6700.0,6.0,575.0,375.0,other
235.0,2.0,30.0,90.0,other
1500.0,3.0,144.0,119.0,Blimbing
1800.0,6.0,100.0,150.0,Klojen
1000.0,2.0,57.0,132.0,Blimbing
899.0,5.0,62.0,103.0,other
2650.0,4.0,250.0,300.0,Blimbing
825.0,4.0,120.0,140.0,Lowokwaru
950.0,4.0,160.0,122.0,other
850.0,2.0,90.0,120.0,Blimbing
350.0,2.0,36.0,60.0,Lowokwaru
1000.0,3.0,143.0,203.0,Blimbing
4300.0,6.0,450.0,300.0,Sukun
300.0,2.0,40.0,65.0,Kedungkandang
210.0,2.0,30.0,60.0,other
1700.0,3.0,170.0,170.0,Blimbing
1700.0,3.0,136.0,136.0,Sukun
790.0,1.0,100.0,68.0,Lowokwaru
755.0,3.0,90.0,132.0,other
2200.0,4.0,150.0,180.0,other
1900.0,3.0,110.0,258.0,Lowokwaru
1200.0,5.0,225.0,250.0,other
2600.0,5.0,250.0,240.0,other
550.0,2.0,45.0,45.0,other
,2.0,60.0,60.0,Kedungkandang
500.0,2.0,100.0,81.0,other
2500.0,3.0,150.0,150.0,Lowokwaru
1280.0,3.0,210.0,140.0,Lowokwaru
120.0,2.0,36.0,60.0,other
675.0,3.0,100.0,109.0,other
229.0,2.0,40.0,72.0,other
2500.0,4.0,145.0,165.0,Blimbing
750.0,3.0,100.0,140.0,other
850.0,4.0,120.0,253.0,other
289.0,2.0,36.0,103.0,other
925.0,3.0,130.0,97.0,Blimbing
1750.0,3.0,101.0,198.0,other
450.0,3.0,50.0,60.0,other
2925.0,2.0,120.0,172.0,other
938.0,3.0,115.0,108.0,other
900.0,4.0,68.0,121.0,Lowokwaru
450.0,4.0,90.0,90.0,other
875.0,4.0,100.0,107.0,Blimbing
800.0,2.0,110.0,140.0,other
1350.0,4.0,200.0,200.0,other
5500.0,4.0,300.0,435.0,Lowokwaru
1500.0,4.0,180.0,139.0,Sukun
7000.0,3.0,400.0,450.0,other
3210.51,3.0,172.0,200.0,Blimbing
350.0,2.0,105.0,96.0,other
300.0,2.0,40.0,84.0,Kedungkandang
2595.0,3.0,182.0,180.0,Blimbing
1000.0,3.0,100.0,119.0,Lowokwaru
800.0,3.0,75.0,85.0,Klojen
3000.0,4.0,190.0,249.0,other
350.0,2.0,56.0,60.0,other
699.0,2.0,50.0,84.0,other
580.0,2.0,84.0,84.0,other
1650.0,3.0,130.0,181.0,Klojen
365.0,2.0,36.0,60.0,Lowokwaru
900.0,2.0,54.0,131.0,other
800.0,3.0,90.0,118.0,other
450.0,2.0,47.0,93.0,other
350.0,2.0,120.0,60.0,other
1800.0,3.0,180.0,264.0,Lowokwaru
1200.0,3.0,120.0,132.0,other
920.0,2.0,126.0,98.0,Lowokwaru
950.0,2.0,70.0,135.0,Blimbing
250.0,2.0,30.0,90.0,other
110.0,4.0,91.0,180.0,other
400.0,2.0,82.0,78.0,Lowokwaru
6500.0,6.0,385.0,500.0,Lowokwaru
1500.0,3.0,200.0,128.0,Blimbing
5500.0,4.0,350.0,450.0,other
290.0,2.0,36.0,60.0,other
2300.0,3.0,275.0,300.0,other
660.0,3.0,57.0,64.0,other
850.0,2.0,65.0,88.0,Blimbing
219.0,2.0,36.0,66.0,other
2250.0,4.0,160.0,180.0,other
1250.0,3.0,110.0,144.0,other
350.0,2.0,36.0,60.0,other
645.0,2.0,47.0,84.0,Blimbing
800.0,3.0,168.0,84.0,other
544.0,2.0,45.0,70.0,Lowokwaru
900.0,2.0,54.0,131.0,other
820.0,3.0,75.0,105.0,other
3500.0,4.0,200.0,222.0,Blimbing
1250.0,4.0,174.0,174.0,Lowokwaru
229.0,2.0,40.0,72.0,other
1400.0,3.0,80.0,128.0,other
875.0,3.0,99.0,75.0,Blimbing
1200.0,4.0,140.0,104.0,Blimbing
825.0,2.0,72.0,96.0,other
1250.0,5.0,210.0,175.0,other
980.0,2.0,60.0,100.0,Blimbing
825.0,3.0,72.0,109.0,Blimbing
950.0,3.0,130.0,100.0,Lowokwaru
1550.0,5.0,105.0,117.0,Lowokwaru
1700.0,3.0,110.0,88.0,other
2200.0,4.0,200.0,315.0,other
386.0,2.0,42.0,72.0,Sukun
2750.0,4.0,200.0,250.0,other
1100.0,6.0,130.0,104.0,other
220.0,2.0,36.0,72.0,other
530.0,2.0,38.0,69.0,Blimbing
1800.0,5.0,250.0,131.0,Blimbing
1100.0,4.0,129.0,180.0,other
250.0,2.0,36.0,60.0,Sukun
244.0,2.0,38.0,60.0,other
400.0,2.0,38.0,72.0,Lowokwaru
800.0,3.0,168.0,84.0,other
2100.0,5.0,300.0,250.0,other
820.0,3.0,75.0,105.0,other
380.0,2.0,36.0,60.0,other
300.0,2.0,64.0,64.0,other
625.0,3.0,65.0,92.0,Kedungkandang
2450.0,4.0,200.0,202.0,Blimbing
1300.0,3.0,180.0,200.0,other
677.0,2.0,36.0,84.0,Blimbing
2500.0,4.0,220.0,280.0,Blimbing
700.0,3.0,100.0,107.0,other
2730.0,5.0,182.0,180.0,Blimbing
2750.0,4.0,200.0,250.0,other
464.0,3.0,75.0,90.0,Sukun
750.0,3.0,130.0,109.0,other
365.0,2.0,36.0,60.0,Lowokwaru
701.5,2.0,75.0,75.0,Blimbing
1475.0,2.0,100.0,124.0,Sukun
2000.0,3.0,300.0,200.0,Blimbing
244.0,2.0,38.0,60.0,other
1400.0,4.0,140.0,107.0,other
725.0,2.0,40.0,73.0,other
1750.0,3.0,175.0,175.0,Blimbing
395.0,2.0,40.0,60.0,other
550.0,2.0,50.0,60.0,other
650.0,2.0,55.0,81.0,other
1600.0,5.0,300.0,144.0,Blimbing
2600.0,6.0,300.0,400.0,other
386.0,2.0,42.0,72.0,Sukun
671.5,2.0,66.0,112.0,Kedungkandang
450.0,2.0,82.0,82.0,other
725.0,2.0,60.0,120.0,Lowokwaru
6200.0,5.0,300.0,395.0,other
325.0,2.0,36.0,60.0,Lowokwaru
850.0,2.0,54.0,117.0,Lowokwaru
3000.0,3.0,250.0,250.0,Blimbing
875.0,2.0,60.0,88.0,Lowokwaru
515.0,2.0,36.0,83.0,Blimbing
1350.0,4.0,150.0,160.0,Blimbing
595.0,2.0,80.0,90.0,other
252.0,2.0,30.0,60.0,other
400.0,2.0,38.0,72.0,Lowokwaru
2500.0,5.0,400.0,285.0,Sukun
2000.0,6.0,300.0,247.0,Blimbing
1030.0,3.0,90.0,94.0,Lowokwaru
5500.0,5.0,200.0,338.0,Lowokwaru
1800.0,5.0,186.0,186.0,Kedungkandang
1000.0,4.0,100.0,180.0,other
275.0,2.0,84.0,84.0,other
330.1875,2.0,45.0,87.0,other
2900.0,5.0,260.0,192.0,Blimbing
345.0,2.0,39.0,63.0,Sukun
525.0,3.0,66.0,72.0,Lowokwaru
314.0,2.0,30.0,60.0,Sukun
450.0,2.0,42.0,60.0,other
1233.0,3.0,82.0,105.0,Lowokwaru
355.0,3.0,52.0,70.0,other
2500.0,6.0,380.0,245.0,Blimbing
850.0,3.0,70.0,99.0,other
450.0,2.0,55.0,60.0,other
625.0,4.0,120.0,90.0,Kedungkandang
360.0,2.0,40.0,86.0,other
304.0,2.0,33.0,64.0,other
1100.0,3.0,120.0,90.0,Lowokwaru
700.0,2.0,54.0,105.0,Sukun
565.0,3.0,57.0,70.0,other
270.0,2.0,25.0,65.0,other
2500.0,4.0,200.0,137.0,Lowokwaru
425.0,2.0,100.0,130.0,other
1500.0,4.0,190.0,230.0,other
1500.0,4.0,120.0,126.0,Blimbing
325.0,2.0,36.0,60.0,Lowokwaru
850.0,3.0,66.0,96.0,other
425.0,3.0,129.0,90.0,other
3000.0,5.0,275.0,225.0,Blimbing
2500.0,2.0,240.0,204.0,Blimbing
1600.0,5.0,198.0,234.0,Lowokwaru
575.0,2.0,70.0,114.0,other
5800.0,6.0,300.0,435.0,Blimbing
525.0,3.0,66.0,72.0,Lowokwaru
1500.0,5.0,240.0,140.0,Sukun
7000.0,6.0,500.0,388.0,Lowokwaru
1233.0,3.0,82.0,105.0,Lowokwaru
3750.0,3.0,400.0,460.0,Klojen
360.0,3.0,80.0,72.0,other
3600.0,3.0,200.0,180.0,Lowokwaru
1400.0,4.0,150.0,106.0,Lowokwaru
875.0,2.0,80.0,100.0,Lowokwaru
1200.0,6.0,140.0,154.0,other
1499.999999,5.0,210.0,200.0,Sukun
2250.0,3.0,180.0,162.0,other
1750.0,3.0,100.0,179.0,other
710.0,2.0,54.0,112.0,Sukun
425.0,3.0,46.0,60.0,Lowokwaru
3250.0,4.0,300.0,200.0,Blimbing
3200.0,5.0,225.0,340.0,other
1000.0,2.0,80.0,107.0,Lowokwaru
599.0,3.0,54.0,70.0,Lowokwaru
3200.0,2.0,300.0,300.0,other
1200.0,5.0,107.0,107.0,Klojen
1350.0,5.0,125.0,104.0,other
800.0,3.0,90.0,110.0,Sukun
2850.0,4.0,251.0,239.0,other
525.0,2.0,45.0,60.0,other
1600.0,5.0,200.0,159.0,Lowokwaru
468.851,2.0,56.0,70.0,other
600.0,2.0,60.0,122.0,other
1900.0,3.0,119.0,144.0,Blimbing
2500.0,4.0,200.0,148.0,other
882.0,3.0,80.0,85.0,other
175.0,2.0,32.0,60.0,other
850.0,4.0,99.0,124.0,Klojen
710.0,2.0,54.0,112.0,other
5500.0,6.0,200.0,338.0,Lowokwaru
560.0,2.0,42.0,90.0,other
975.0,4.0,80.0,83.0,other
750.0,3.0,80.0,104.0,other
1200.0,6.0,350.0,240.0,other
2500.0,5.0,260.0,162.0,Blimbing
3500.0,4.0,200.0,308.0,Lowokwaru
300.0,2.0,45.0,59.0,other
2700.0,3.0,220.0,234.0,Lowokwaru
1149.999999,4.0,70.0,190.0,other
1100.0,3.0,270.0,230.0,Blimbing
4500.0,5.0,200.0,300.0,Sukun
385.0,3.0,60.0,84.0,other
2250.0,4.0,185.0,200.0,Lowokwaru
700.0,2.0,60.0,90.0,Sukun
1180.0,4.0,114.0,97.0,Blimbing
431.0,2.0,38.0,72.0,other
1500.0,3.0,150.0,217.0,other
975.0,2.0,65.0,128.0,other
350.0,2.0,38.0,60.0,Lowokwaru
550.0,3.0,90.0,119.0,other
1100.0,3.0,112.0,590.0,other
325.0,2.0,36.0,60.0,Lowokwaru
1300.0,3.0,240.0,120.0,other
150.0,2.0,32.0,60.0,other
400.0,2.0,40.0,96.0,other
875.0,2.0,90.0,113.0,Lowokwaru
685.0,2.0,65.0,89.0,other
470.0,3.0,70.0,90.0,other
3200.0,5.0,160.0,200.0,other
1700.0,5.0,90.0,112.0,Lowokwaru
675.0,3.0,75.0,84.0,other
875.0,3.0,98.0,88.0,Lowokwaru
925.0,3.0,121.0,121.0,Blimbing
4500.0,3.0,159.0,318.0,Sukun
145.0,2.0,27.0,60.0,other
3200.0,3.0,200.0,261.0,other
850.0,5.0,103.0,62.0,Blimbing
5000.0,4.0,250.0,480.0,other
850.0,2.0,70.0,105.0,other
1990.0,4.0,185.0,200.0,other
1700.0,3.0,130.0,198.0,Klojen
1750.0,1.0,175.0,200.0,other
765.0,2.0,65.0,106.0,other
800.0,6.0,290.0,88.0,Klojen
900.0,2.0,112.0,112.0,Kedungkandang
351.0,2.0,33.0,60.0,other
1550.0,4.0,180.0,252.0,Lowokwaru
295.0,2.0,42.0,70.0,Kedungkandang
545.0,2.0,69.0,79.0,Blimbing
1530.0,3.0,140.0,174.0,other
550.0,3.0,70.0,90.0,Blimbing
1500.0,4.0,109.0,109.0,other
1000.0,3.0,350.0,500.0,Blimbing
595.0,4.0,135.0,84.0,other
750.0,3.0,54.0,90.0,Blimbing
2000.0,3.0,170.0,170.0,Blimbing
560.0,2.0,48.0,72.0,other
397.0,3.0,54.0,72.0,Kedungkandang
2000.0,5.0,250.0,162.0,Lowokwaru
1800.0,3.0,110.0,200.0,other
2400.0,3.0,250.0,151.0,Lowokwaru
2500.0,4.0,220.0,280.0,Blimbing
550.0,3.0,65.0,60.0,other
950.0,3.0,150.0,84.0,other
1250.0,4.0,80.0,80.0,Lowokwaru
1950.0,4.0,150.0,216.0,Blimbing
341.0,2.0,45.0,76.0,other
2875.0,4.0,150.0,181.0,Lowokwaru
950.0,3.0,115.0,115.0,other
449.0,3.0,65.0,78.0,Kedungkandang
2550.0,3.0,250.0,300.0,Lowokwaru
1300.0,3.0,70.0,105.0,Blimbing
1600.0,5.0,180.0,102.0,other
799.0,4.0,84.0,84.0,other
1048.0,3.0,82.0,60.0,other
1800.0,4.0,160.0,216.0,Klojen
1400.0,3.0,90.0,85.0,Lowokwaru
282.0,2.0,30.0,60.0,Sukun
1300.0,3.0,240.0,120.0,Blimbing
1500.0,3.0,170.0,103.0,Lowokwaru
384.0,3.0,60.0,70.0,Kedungkandang
544.0,2.0,45.0,70.0,Lowokwaru
2375.0,3.0,220.0,194.0,other
399.0,2.0,45.0,60.0,other
1400.0,3.0,200.0,176.0,other
1700.0,4.0,220.0,176.0,Lowokwaru
399.0,3.0,70.0,60.0,other
950.0,3.0,110.0,87.0,other
349.0,2.0,45.0,65.0,other
980.0,3.0,50.0,131.0,Lowokwaru
2200.0,2.0,150.0,200.0,Blimbing
350.0,2.0,38.0,60.0,Lowokwaru
499.0,3.0,65.0,66.0,other
380.0,2.0,36.0,60.0,Lowokwaru
450.0,2.0,45.0,77.0,other
1750.0,4.0,135.0,126.0,Lowokwaru
1540.0,3.0,90.0,100.0,other
412.0,2.0,50.0,72.0,other
650.0,4.0,112.0,66.0,Kedungkandang
1750.0,3.0,100.0,179.0,Klojen
1325.0,4.0,200.0,110.0,other
1350.0,4.0,140.0,160.0,Blimbing
1000.0,4.0,119.0,119.0,Blimbing
1250.0,4.0,196.0,120.0,other
2500.0,5.0,300.0,161.0,Lowokwaru
400.0,2.0,60.0,99.0,other
375.0,2.0,84.0,84.0,other
650.0,2.0,60.0,122.0,Sukun
1550.0,5.0,170.0,98.0,Blimbing
1850.0,4.0,200.0,226.0,Lowokwaru
1100.0,4.0,200.0,125.0,Blimbing
350.0,2.0,36.0,60.0,other
4800.0,5.0,500.0,405.0,Blimbing
750.0,2.0,80.0,98.0,Lowokwaru
2250.0,5.0,350.0,190.0,Blimbing
1400.0,4.0,135.0,169.0,other
336.0,2.0,45.0,91.0,other
3600.0,4.0,380.0,420.0,Lowokwaru
500.0,2.0,60.0,72.0,other
269.0,2.0,36.0,66.0,other
575.0,2.0,50.0,60.0,other
279.0,2.0,38.0,66.0,Kedungkandang
700.0,4.0,75.0,84.0,Kedungkandang
2000.0,3.0,190.0,190.0,Klojen
1750.0,3.0,100.0,179.0,Klojen
2500.0,4.0,238.0,240.0,other
2300.0,5.0,270.0,160.0,Blimbing
585.0,3.0,90.0,96.0,other
528.84,2.0,50.0,86.0,other
1180.0,4.0,114.0,97.0,Blimbing
1500.0,4.0,165.0,108.0,other
269.0,2.0,40.0,72.0,other
365.0,2.0,36.0,60.0,Blimbing
1250.0,3.0,135.0,135.0,Lowokwaru
875.0,5.0,90.0,180.0,Blimbing
365.0,2.0,36.0,60.0,Blimbing
375.0,2.0,50.0,33.0,Klojen
345.0,2.0,38.0,63.0,Sukun
700.0,2.0,90.0,90.0,other
385.0,3.0,80.0,63.0,other
1350.0,4.0,140.0,145.0,Blimbing
3800.0,5.0,250.0,248.0,other
640.0,3.0,70.0,86.0,other
1900.0,6.0,180.0,156.0,Klojen
1400.0,4.0,150.0,156.0,other
800.0,4.0,210.0,105.0,other
1700.0,3.0,150.0,247.0,other
1600.0,4.0,150.0,225.0,Klojen
475.0,3.0,90.0,111.0,Blimbing
1150.0,3.0,90.0,72.0,other
325.0,2.0,45.0,76.0,other
330.0,2.0,45.0,70.0,other
650.0,2.0,90.0,105.0,Sukun
3700.0,5.0,500.0,350.0,Blimbing
560.0,2.0,42.0,90.0,Kedungkandang
1800.0,5.0,195.0,200.0,Klojen
2450.0,4.0,185.0,200.0,other
850.0,3.0,100.0,116.0,other
2500.0,5.0,350.0,160.0,other
5500.0,6.0,340.0,620.0,Sukun
4350.0,3.0,260.0,275.0,Klojen
2400.0,4.0,280.0,245.0,Lowokwaru
3000.0,4.0,300.0,312.0,Klojen
2250.0,3.0,180.0,162.0,Lowokwaru
5500.0,6.0,200.0,338.0,Lowokwaru
400.0,2.0,40.0,72.0,Kedungkandang
2500.0,5.0,275.0,225.0,Blimbing
2700.0,5.0,360.0,240.0,Blimbing
2950.0,3.0,200.0,282.0,Klojen
3250.0,5.0,300.0,260.0,other
3000.0,5.0,200.0,466.0,Blimbing
