price,bedroom,hsize,lsize,location_bin
335.0,3.0,52.0,84.0,Kedungkandang
1300.0,4.0,170.0,96.0,other
1800.0,5.0,250.0,131.0,Blimbing
938.0,3.0,63.0,82.0,Sukun
1100.0,4.0,160.0,126.0,Lowokwaru
380.0,3.0,60.0,60.0,other
850.0,4.0,80.0,159.0,Blimbing
3000.0,3.0,225.0,225.0,other
2400.0,5.0,270.0,160.0,Blimbing
286.0,1.0,22.0,72.0,Kedungkandang
700.0,4.0,164.0,82.0,other
525.0,3.0,70.0,100.0,Lowokwaru
1600.0,3.0,100.0,161.0,other
450.0,2.0,72.0,72.0,Kedungkandang
3750.0,3.0,375.0,250.0,Blimbing
2400.0,3.0,90.0,123.0,Lowokwaru
900.0,3.0,70.0,147.0,Blimbing
261.5448,2.0,80.0,80.0,Kedungkandang
1180.0,4.0,114.0,97.0,Blimbing
975.0,2.0,66.0,90.0,Blimbing
2400.0,4.0,250.0,200.0,Blimbing
355.0,2.0,45.0,70.0,other
335.0,3.0,52.0,84.0,Kedungkandang
499.0,2.0,38.0,63.0,other
5500.0,4.0,375.0,450.0,Klojen
3500.0,5.0,400.0,350.0,Lowokwaru
1500.0,3.0,275.0,157.0,Klojen
2500.0,4.0,200.0,240.0,Klojen
850.0,4.0,80.0,159.0,Blimbing
2580.0,4.0,260.0,157.0,Blimbing
220.0,2.0,36.0,60.0,other
4200.0,3.0,244.0,240.0,Blimbing
700.0,4.0,164.0,82.0,other
660.0,3.0,60.0,98.0,other
450.0,2.0,72.0,72.0,Kedungkandang
254.0,2.0,36.0,79.0,other
875.0,4.0,125.0,256.0,other
135.0,2.0,36.0,60.0,Sukun
245.0,2.0,36.0,90.0,other
535.0,2.0,36.0,83.0,other
1180.0,4.0,114.0,97.0,Blimbing
3500.0,5.0,250.0,364.0,Klojen
5500.0,5.0,500.0,375.0,Blimbing
400.0,2.0,49.0,75.0,other
355.0,2.0,45.0,70.0,other
235.0,2.0,40.0,72.0,other
5000.0,3.0,240.0,498.0,other
499.0,2.0,38.0,63.0,other
5500.0,4.0,375.0,450.0,Klojen
878.0,2.0,70.0,96.0,Sukun
2500.0,4.0,200.0,240.0,Klojen
277.0,2.0,30.0,63.0,other
7000.0,5.0,350.0,400.0,Sukun
3250.0,4.0,264.0,280.0,Sukun
787.0,2.0,54.0,94.0,Sukun
885.0,4.0,110.0,115.0,Lowokwaru
1100.0,3.0,120.0,203.0,Lowokwaru
500.0,2.0,50.0,130.0,other
6000.0,6.0,250.0,657.0,Lowokwaru
1100.0,4.0,91.0,180.0,Blimbing
5000.0,3.0,350.0,450.0,other
670.0,3.0,65.0,90.0,other
1100.0,4.0,90.0,177.0,Sukun
1500.0,4.0,350.0,234.0,other
3150.0,6.0,350.0,200.0,Blimbing
2600.0,4.0,200.0,200.0,Blimbing
3000.0,4.0,220.0,460.0,Lowokwaru
950.0,4.0,160.0,184.0,other
485.0,4.0,150.0,80.0,other
,3.0,36.0,76.0,Kedungkandang
550.0,2.0,80.0,80.0,Blimbing
5500.0,5.0,500.0,375.0,Blimbing
,,,,
2100.0,4.0,280.0,250.0,Blimbing
775.0,2.0,45.0,87.0,other
1550.0,3.0,98.0,153.0,Blimbing
275.0,2.0,40.0,60.0,Kedungkandang
3500.0,6.0,300.0,250.0,other
458.0,2.0,45.0,77.0,other
1900.0,5.0,250.0,131.0,Blimbing
5550.0,6.0,500.0,375.0,Blimbing
2250.0,4.0,320.0,254.0,other
875.0,3.0,110.0,117.0,Blimbing
3500.0,4.0,264.0,280.0,Lowokwaru
549.0,2.0,55.0,60.0,other
5000.0,5.0,400.0,586.0,Lowokwaru
750.0,3.0,150.0,150.0,Lowokwaru
1500.0,4.0,150.0,156.0,other
675.0,3.0,70.0,103.0,Blimbing
600.0,2.0,40.0,72.0,Lowokwaru
850.0,2.0,73.0,106.0,other
1500.0,4.0,150.0,200.0,other
575.0,3.0,140.0,86.0,Kedungkandang
750.0,5.0,150.0,121.0,other
975.0,3.0,80.0,66.0,other
1700.0,2.0,150.0,257.0,other
575.0,3.0,140.0,86.0,Kedungkandang
675.0,2.0,36.0,91.0,Blimbing
1200.0,3.0,125.0,126.0,Blimbing
5000.0,3.0,250.0,277.0,other
1500.0,3.0,100.0,135.0,other
1500.0,4.0,160.0,91.0,Lowokwaru
475.0,2.0,84.0,84.0,other
2700.0,3.0,140.0,261.0,Lowokwaru
2500.0,4.0,220.0,280.0,Blimbing
219.0,2.0,36.0,66.0,other
325.0,2.0,60.0,60.0,other
2580.0,4.0,260.0,157.0,Lowokwaru
675.0,3.0,70.0,103.0,Blimbing
1000.0,2.0,80.0,107.0,Blimbing
950.0,2.0,200.0,127.0,other
650.0,3.0,110.0,54.0,other
300.0,2.0,48.0,60.0,other
225.0,2.0,36.0,60.0,other
400.0,2.0,33.0,60.0,other
575.0,3.0,140.0,86.0,Kedungkandang
650.0,5.0,160.0,96.0,other
950.0,3.0,120.0,99.0,Blimbing
3050.0,3.0,150.0,183.0,Lowokwaru
5000.0,4.0,167.0,673.0,Lowokwaru
442.0,2.0,50.0,78.0,other
1500.0,3.0,100.0,135.0,other
170.0,2.0,28.0,60.0,other
1600.0,3.0,125.0,125.0,Klojen
330.0,2.0,36.0,60.0,Kedungkandang
450.0,2.0,45.0,60.0,other
1800.0,3.0,145.0,180.0,Klojen
8000.0,3.0,350.0,641.0,Blimbing
3250.0,4.0,270.0,215.0,other
669.0,2.0,48.0,78.0,Sukun
3700.0,5.0,300.0,200.0,Lowokwaru
990.0,3.0,100.0,72.0,Sukun
5000.0,3.0,410.0,270.0,Lowokwaru
550.0,3.0,125.0,68.0,other
625.0,3.0,47.0,121.0,Lowokwaru
650.0,4.0,150.0,93.0,other
795.0,2.0,70.0,83.0,Blimbing
1600.0,3.0,140.0,116.0,Lowokwaru
950.0,2.0,200.0,127.0,other
950.0,2.0,65.0,84.0,other
160.0,2.0,30.0,60.0,other
790.0,3.0,70.0,98.0,Blimbing
135.0,2.0,36.0,60.0,Sukun
885.0,3.0,130.0,100.0,Klojen
1900.0,4.0,150.0,170.0,Lowokwaru
200.0,2.0,36.0,72.0,other
799.0,4.0,160.0,84.0,Blimbing
1150.0,3.0,120.0,145.0,other
5500.0,6.0,350.0,620.0,Sukun
4500.0,5.0,250.0,580.0,Lowokwaru
325.0,2.0,36.0,75.0,Blimbing
1200.0,3.0,136.0,136.0,other
350.0,2.0,38.0,60.0,other
990.0,3.0,100.0,72.0,Sukun
750.0,2.0,55.0,84.0,Blimbing
670.0,3.0,60.0,60.0,other
1600.0,3.0,114.0,114.0,other
750.0,2.0,105.0,105.0,Sukun
375.0,3.0,65.0,90.0,other
290.0,2.0,36.0,55.0,other
1200.0,2.0,70.0,120.0,Klojen
1600.0,3.0,140.0,116.0,Lowokwaru
975.0,3.0,77.0,97.0,Lowokwaru
425.0,2.0,45.0,81.0,other
1800.0,5.0,270.0,135.0,other
1800.0,3.0,120.0,240.0,Blimbing
1200.0,2.0,120.0,108.0,Blimbing
3200.0,3.0,200.0,216.0,Lowokwaru
950.0,3.0,90.0,124.0,Blimbing
295.0,2.0,42.0,70.0,Kedungkandang
400.0,3.0,50.0,63.0,Lowokwaru
565.0,2.0,43.0,70.0,Blimbing
1600.0,3.0,98.0,136.0,Blimbing
490.5,2.0,50.0,55.0,other
1200.0,3.0,105.0,84.0,Lowokwaru
3200.0,2.0,230.0,264.0,Blimbing
975.0,2.0,70.0,90.0,other
5500.0,5.0,280.0,407.0,Blimbing
5000.0,4.0,350.0,396.0,Klojen
1000.0,5.0,90.0,175.0,Blimbing
300.0,2.0,36.0,72.0,other
550.0,3.0,65.0,81.0,other
7000.0,5.0,350.0,400.0,Sukun
1600.0,4.0,250.0,180.0,Blimbing
725.0,3.0,75.0,79.0,Blimbing
375.0,2.0,40.0,85.0,other
550.0,3.0,90.0,119.0,other
465.0,3.0,50.0,83.0,other
5550.0009,6.0,200.0,338.0,Lowokwaru
530.0,2.0,48.0,60.0,other
250.0,2.0,30.0,75.0,other
282.0,2.0,30.0,60.0,Sukun
1250.0,3.0,100.0,130.0,Lowokwaru
1059.0,2.0,75.0,100.0,other
900.0,2.0,45.0,136.0,Lowokwaru
399.0,2.0,55.0,78.0,Lowokwaru
5000.0,3.0,410.0,270.0,Lowokwaru
199.0,1.0,21.0,66.0,other
1480.0,3.0,170.0,198.0,Blimbing
750.0,3.0,144.0,234.0,other
499.5,2.0,50.0,60.0,other
519.0,3.0,70.0,70.0,other
2600.0,5.0,180.0,168.0,other
900.0,3.0,100.0,120.0,Blimbing
3100.0,3.0,275.0,225.0,Blimbing
5000.0,4.0,350.0,396.0,Klojen
1000.0,5.0,90.0,175.0,Blimbing
300.0,2.0,36.0,72.0,other
325.0,2.0,36.0,75.0,Blimbing
550.0,3.0,65.0,81.0,other
7000.0,5.0,350.0,400.0,Sukun
1600.0,4.0,250.0,180.0,Blimbing
600.0,2.0,45.0,86.0,Blimbing
725.0,3.0,75.0,79.0,Blimbing
375.0,2.0,40.0,85.0,other
550.0,3.0,90.0,119.0,other
375.0,3.0,65.0,90.0,other
465.0,3.0,50.0,83.0,other
530.0,2.0,48.0,60.0,other
250.0,2.0,30.0,75.0,other
1250.0,3.0,100.0,130.0,Lowokwaru
1059.0,2.0,75.0,100.0,other
900.0,2.0,45.0,136.0,Lowokwaru
399.0,2.0,55.0,78.0,Lowokwaru
5000.0,3.0,410.0,270.0,Lowokwaru
1480.0,3.0,170.0,198.0,Blimbing
750.0,3.0,144.0,234.0,other
499.5,2.0,50.0,60.0,other
2600.0,5.0,180.0,168.0,other
900.0,3.0,100.0,120.0,Blimbing
450.0,2.0,36.0,73.0,Blimbing
3100.0,3.0,275.0,225.0,Blimbing
650.0,2.0,80.0,91.0,other
2000.0,6.0,300.0,200.0,Sukun
820.0,3.0,75.0,105.0,other
900.0,2.0,71.0,98.0,Sukun
1150.0,3.0,125.0,102.0,Blimbing
1750.0,4.0,200.0,124.0,Lowokwaru
2300.0,3.0,250.0,300.0,Blimbing
7250.0,5.0,360.0,392.0,Blimbing
1500.0,3.0,65.0,105.0,other
3255.0,3.0,180.0,205.0,other
1350.0,3.0,135.0,119.0,Blimbing
1375.0,5.0,150.0,110.0,other
2500.0,4.0,212.0,240.0,other
1100.0,3.0,90.0,126.0,Blimbing
1200.0,2.0,45.0,90.0,other
650.0,3.0,112.0,112.0,other
550.0,2.0,72.0,84.0,Sukun
1500.0,3.0,250.0,91.0,Sukun
560.0,2.0,48.0,71.0,other
1600.0,6.0,400.0,143.0,Blimbing
1800.0,5.0,189.0,200.0,Sukun
1100.0,2.0,60.0,98.0,Sukun
1800.0,5.0,160.0,183.0,other
4000.0,6.0,256.0,345.0,other
2500.0,4.0,400.0,285.0,other
368.0,2.0,74.0,40.0,other
5500.0,4.0,300.0,435.0,other
2500.0,6.0,200.0,260.0,other
1725.0,4.0,150.0,140.0,Blimbing
3050.0,3.0,250.0,226.0,Lowokwaru
4000.0,3.0,360.0,266.0,Lowokwaru
975.0,3.0,66.0,96.0,Lowokwaru
449.0,3.0,65.0,60.0,other
3000.0,4.0,160.0,220.0,Sukun
2500.0,3.0,268.0,268.0,Lowokwaru
595.0,4.0,135.0,84.0,Sukun
2500.0,4.0,250.0,300.0,Blimbing
535.0,2.0,57.0,60.0,other
750.0,2.0,36.0,78.0,Sukun
2300.0,5.0,285.0,208.0,Blimbing
2500.0,3.0,150.0,236.0,other
900.0,3.0,93.0,49.0,other
2100.0,3.0,240.0,180.0,other
1100.0,4.0,148.0,197.0,Blimbing
5250.0,4.0,380.0,420.0,Sukun
395.0,2.0,55.0,65.0,other
2600.0,5.0,250.0,240.0,Blimbing
2200.0,4.0,130.0,145.0,Lowokwaru
6000.0,6.0,601.0,401.0,Blimbing
7000.0,2.0,511.0,511.0,other
2450.0,4.0,200.0,200.0,Blimbing
1800.0,4.0,180.0,200.0,Lowokwaru
875.0,2.0,140.0,74.0,Sukun
350.0,2.0,40.0,60.0,other
875.0,2.0,90.0,90.0,Blimbing
390.0,2.0,65.0,65.0,other
550.0,2.0,45.0,72.0,other
613.0,2.0,42.0,69.0,Lowokwaru
1950.0,4.0,150.0,216.0,Blimbing
1700.0,3.0,145.0,126.0,Blimbing
400.0,2.0,45.0,100.0,other
550.0,2.0,60.0,78.0,Sukun
550.0,2.0,60.0,84.0,Blimbing
2411.0,3.0,144.0,187.0,other
1100.0,2.0,47.0,96.0,Kedungkandang
650.0,2.0,50.0,80.0,other
2800.0,4.0,280.0,466.0,Blimbing
2000.0,3.0,200.0,240.0,Blimbing
425.0,2.0,54.0,72.0,Sukun
1200.0,5.0,140.0,125.0,Blimbing
400.0,2.0,75.0,75.0,Lowokwaru
525.0,2.0,45.0,92.0,other
2000.0,3.0,200.0,240.0,other
725.0,5.0,120.0,126.0,other
698.0,3.0,57.0,77.0,other
369.0,3.0,60.0,50.0,other
575.0,2.0,70.0,114.0,other
400.0,3.0,65.0,60.0,other
1800.0,5.0,170.0,200.0,other
2300.0,4.0,160.0,146.0,other
1295.0,3.0,120.0,126.0,Lowokwaru
2100.0,4.0,200.0,174.0,Lowokwaru
426.0625,2.0,39.0,60.0,Lowokwaru
850.0,2.0,70.0,90.0,Blimbing
1200.0,2.0,100.0,120.0,other
1100.0,4.0,90.0,117.0,Sukun
650.0,2.0,54.0,88.0,Blimbing
6300.0,6.0,450.0,375.0,Blimbing
587.0,2.0,50.0,71.0,other
5500.0,4.0,350.0,450.0,other
850.0,2.0,54.0,108.0,other
284.0,2.0,38.0,60.0,other
244.0,2.0,38.0,60.0,other
272.0,2.0,30.0,64.0,Kedungkandang
400.0,3.0,65.0,60.0,other
525.0,2.0,45.0,92.0,other
1800.0,3.0,200.0,160.0,other
290.0,2.0,25.0,70.0,other
350.0,2.0,36.0,72.0,Kedungkandang
200.0,2.0,30.0,66.0,Kedungkandang
4300.0,4.0,300.0,354.0,Klojen
860.0,3.0,77.0,99.0,other
900.0,3.0,80.0,70.0,other
3500.0,6.0,149.0,339.0,Sukun
1050.0,3.0,105.0,98.0,Blimbing
850.0,2.0,50.0,105.0,other
560.0,3.0,54.0,91.0,other
4000.0,4.0,400.0,450.0,other
850.0,3.0,166.0,83.0,other
992.0,2.0,75.0,92.0,Blimbing
200.0,2.0,30.0,60.0,Kedungkandang
180.6,2.0,30.0,60.0,other
2800.0,6.0,250.0,296.0,other
995.0,3.0,90.0,98.0,Blimbing
1300.0,2.0,50.0,90.0,Lowokwaru
229.0,2.0,40.0,72.0,other
399.0,2.0,50.0,72.0,other
304.0,2.0,45.0,84.0,other
600.0,2.0,50.0,60.0,other
1700.0,3.0,150.0,132.0,other
400.0,3.0,65.0,60.0,Blimbing
228.0,1.0,27.0,66.0,Lowokwaru
1300.0,3.0,130.0,125.0,Blimbing
505.0,2.0,60.0,143.0,Sukun
5200.0,5.0,375.0,418.0,other
800.0,2.0,75.0,75.0,Blimbing
1250.0,2.0,76.0,130.0,other
575.0,2.0,100.0,60.0,other
350.0,2.0,36.0,69.0,other
200.0,2.0,30.0,60.0,other
345.0,2.0,38.0,63.0,Sukun
1250.0,4.0,104.0,71.0,Lowokwaru
1600.0,5.0,111.0,180.0,other
595.0,2.0,84.0,84.0,other
500.0,2.0,60.0,72.0,other
850.0,3.0,166.0,83.0,other
992.0,2.0,75.0,92.0,Blimbing
500.0,2.0,40.0,72.0,other
2800.0,6.0,250.0,296.0,other
1300.0,2.0,50.0,90.0,Lowokwaru
375.0,2.0,40.0,90.0,other
689.0,2.0,45.0,84.0,Blimbing
680.0,2.0,45.0,72.0,other
950.0,3.0,200.0,84.0,Lowokwaru
4250.0,5.0,800.0,509.0,Klojen
404.0,2.0,48.0,66.0,Lowokwaru
228.0,1.0,27.0,66.0,Lowokwaru
505.0,2.0,60.0,143.0,Sukun
5200.0,5.0,375.0,418.0,other
435.0,2.0,50.0,83.0,Kedungkandang
800.0,2.0,75.0,75.0,Blimbing
1250.0,2.0,76.0,130.0,other
5500.0,3.0,350.0,450.0,Sukun
5200.0,4.0,410.0,375.0,Blimbing
420.0,2.0,84.0,84.0,other
850.0,3.0,60.0,60.0,Blimbing
345.0,2.0,38.0,63.0,Sukun
219.0,2.0,36.0,66.0,other
1299.0,3.0,102.0,91.0,Kedungkandang
500.0,2.0,60.0,72.0,other
625.0,2.0,45.0,105.0,other
683.0,2.0,60.0,69.0,other
300.0,2.0,38.0,60.0,other
595.0,2.0,61.0,73.0,other
3150.0,4.0,250.0,200.0,other
3300.0,5.0,174.0,388.0,Sukun
2000.0,3.0,160.0,131.0,Sukun
340.0,2.0,31.0,60.0,other
280.0,2.0,64.0,67.0,other
1200.0,3.0,50.0,131.0,other
950.0,3.0,200.0,84.0,Lowokwaru
404.0,2.0,48.0,66.0,Lowokwaru
880.0,3.0,90.0,102.0,Sukun
668.0,3.0,75.0,130.0,other
450.0,3.0,50.0,72.0,other
599.0,2.0,60.0,72.0,other
385.0,3.0,56.0,84.0,other
550.0,3.0,125.0,68.0,other
6500.0,6.0,385.0,500.0,other
675.0,3.0,90.0,123.0,Sukun
435.0,2.0,50.0,83.0,Kedungkandang
750.0,2.0,60.0,90.0,other
880.0,3.0,90.0,102.0,other
595.0,4.0,135.0,84.0,Klojen
5500.0,6.0,601.0,401.0,Lowokwaru
2100.0,4.0,113.0,240.0,Blimbing
3500.0,6.0,350.0,347.0,Lowokwaru
535.0,2.0,45.0,60.0,Lowokwaru
860.0,3.0,70.0,89.0,Blimbing
1650.0,3.0,130.0,200.0,Sukun
1250.0,3.0,75.0,106.0,Lowokwaru
1450.0,4.0,100.0,150.0,Sukun
1200.0,3.0,80.0,155.0,Blimbing
650.0,2.0,70.0,95.0,Blimbing
1000.0,2.0,70.0,84.0,Blimbing
1900.0,3.0,80.0,154.0,Lowokwaru
1250.0,4.0,315.0,150.0,Sukun
950.0,3.0,102.0,91.0,Blimbing
1400.0,4.0,225.0,200.0,Blimbing
1250.0,3.0,100.0,112.0,other
4500.0,5.0,484.0,484.0,Blimbing
610.0,2.0,40.0,72.0,Lowokwaru
1150.0,4.0,270.0,100.0,other
1300.0,3.0,100.0,135.0,Blimbing
1750.0,3.0,101.0,198.0,Sukun
2100.0,4.0,200.0,400.0,Lowokwaru
1500.0,3.0,210.0,285.0,other
3900.0,4.0,300.0,500.0,other
1000.0,4.0,140.0,133.0,Lowokwaru
1450.0,3.0,150.0,190.0,Sukun
2150.0,3.0,190.0,150.0,Blimbing
700.0,2.0,48.0,66.0,Lowokwaru
775.0,3.0,96.0,96.0,Blimbing
850.0,2.0,70.0,84.0,Blimbing
4000.0,6.0,250.0,553.0,other
4000.0,4.0,340.0,266.0,Blimbing
7000.0,5.0,400.0,695.0,Klojen
3200.0,3.0,150.0,247.0,other
1700.0,2.0,100.0,153.0,Blimbing
2500.0,4.0,300.0,165.0,Lowokwaru
950.0,2.0,70.0,98.0,Lowokwaru
749.0,2.0,69.0,103.0,Lowokwaru
1250.0,4.0,315.0,150.0,Sukun
2900.0,5.0,220.0,265.0,Sukun
950.0,3.0,102.0,91.0,Blimbing
3000.0,3.0,70.0,211.0,Lowokwaru
7000.0,5.0,350.0,400.0,Sukun
425.0,2.0,60.0,78.0,Sukun
1500.0,3.0,90.0,135.0,other
1500.0,3.0,185.0,148.0,Sukun
5500.0,4.0,226.0,448.0,other
7800.0,5.0,600.0,539.0,other
650.0,2.0,70.0,70.0,Blimbing
785.0,3.0,95.0,105.0,Lowokwaru
1800.0,6.0,300.0,230.0,Lowokwaru
1200.0,3.0,105.0,84.0,Lowokwaru
350.0,2.0,40.0,66.0,Kedungkandang
490.0,2.0,50.0,78.0,other
790.0,2.0,60.0,74.0,Blimbing
250.0,2.0,36.0,60.0,other
450.0,2.0,50.0,60.0,other
3000.0,3.0,242.0,453.0,other
900.0,3.0,100.0,334.0,other
225.0,2.0,36.0,60.0,other
6500.0,5.0,400.0,695.0,other
3100.0,3.0,150.0,296.0,other
399.5,2.0,45.0,60.0,other
1400.0,3.0,122.0,96.0,other
585.0,2.0,42.0,70.0,Lowokwaru
1500.0,3.0,110.0,135.0,Lowokwaru
1600.0,4.0,200.0,130.0,Blimbing
385.0,3.0,99.0,99.0,other
4000.0,5.0,474.0,300.0,Blimbing
1300.0,5.0,220.0,195.0,Lowokwaru
1400.0,3.0,100.0,128.0,other
1900.0,3.0,80.0,154.0,Lowokwaru
850.0,3.0,69.0,84.0,Lowokwaru
650.0,1.0,50.0,72.0,other
299.0,2.0,36.0,60.0,other
259.0,2.0,40.0,72.0,other
1800.0,3.0,110.0,200.0,other
2000.0,4.0,198.0,213.0,Klojen
790.0,2.0,57.0,74.0,Blimbing
499.0,3.0,65.0,67.0,other
975.0,2.0,85.0,108.0,other
750.0,2.0,36.0,93.0,other
679.0,2.0,70.0,50.0,Blimbing
237.25,2.0,25.0,60.0,Sukun
585.0,2.0,42.0,70.0,Lowokwaru
1500.0,3.0,110.0,135.0,Lowokwaru
2500.0,3.0,180.0,162.0,Lowokwaru
567.0,2.0,42.0,69.0,Lowokwaru
275.0,2.0,40.0,72.0,other
3000.0,4.0,240.0,272.0,Kedungkandang
510.0,3.0,45.0,86.0,Blimbing
1400.0,3.0,100.0,128.0,other
950.0,4.0,170.0,84.0,Lowokwaru
1800.0,6.0,100.0,150.0,other
1100.0,4.0,120.0,135.0,Blimbing
850.0,3.0,69.0,84.0,Lowokwaru
2100.0,3.0,150.0,225.0,Blimbing
2580.0,4.0,260.0,157.0,Lowokwaru
1300.0,4.0,128.0,168.0,Sukun
1350.0,2.0,65.0,198.0,Sukun
3297.0,3.0,198.0,224.0,other
2600.0,6.0,150.0,215.0,Klojen
230.0,2.0,30.0,60.0,other
435.0,2.0,45.0,72.0,Lowokwaru
875.0,2.0,116.0,116.0,other
1800.0,4.0,160.0,216.0,Klojen
3000.0,3.0,242.0,453.0,other
225.0,2.0,36.0,60.0,other
975.0,5.0,250.0,126.0,other
2300.0,4.0,250.0,155.0,Lowokwaru
399.0,2.0,42.0,66.0,Kedungkandang
380.0,3.0,50.0,72.0,other
1600.0,4.0,200.0,130.0,Blimbing
570.0,4.0,100.0,81.0,Sukun
385.0,3.0,99.0,99.0,other
2400.0,4.0,244.0,158.0,Klojen
1300.0,5.0,220.0,195.0,Lowokwaru
180.0,2.0,40.0,60.0,Kedungkandang
1000.0,5.0,130.0,150.0,Lowokwaru
565.0,2.0,36.0,83.0,Lowokwaru
6300.0,5.0,450.0,375.0,Blimbing
2500.0,4.0,300.0,161.0,Blimbing
299.0,2.0,36.0,60.0,other
259.0,2.0,40.0,72.0,other
1800.0,3.0,110.0,200.0,other
4000.0,5.0,474.0,300.0,Blimbing
499.0,3.0,65.0,67.0,other
975.0,2.0,85.0,108.0,other
1500.0,4.0,230.0,190.0,other
319.0,2.0,65.0,65.0,other
185.0,2.0,36.0,72.0,other
430.0,3.0,94.0,94.0,other
193.0,2.0,36.0,75.0,other
250.0,2.0,36.0,66.0,other
850.0,2.0,70.0,100.0,Sukun
500.0,2.0,72.0,72.0,other
795.0,3.0,75.0,89.0,Blimbing
800.0,2.0,75.0,75.0,Blimbing
550.0,4.0,73.0,73.0,other
1050.0,3.0,140.0,172.0,other
550.0,2.0,48.0,84.0,other
2900.0,4.0,200.0,294.0,Sukun
2800.0,6.0,360.0,250.0,Lowokwaru
400.0,3.0,57.0,68.0,other
700.0,4.0,160.0,104.0,other
1350.0,3.0,90.0,72.0,other
4000.0,5.0,450.0,375.0,other
3300.0,5.0,156.0,450.0,other
1600.0,3.0,90.0,201.0,other
850.0,2.0,62.0,62.0,Lowokwaru
336.0,2.0,38.0,78.0,other
1250.0,2.0,95.0,153.0,other
350.0,2.0,25.0,107.0,other
550.0,3.0,50.0,50.0,Lowokwaru
980.0,5.0,130.0,98.0,Sukun
850.0,2.0,110.0,112.0,Sukun
977.0,3.0,111.0,80.0,Sukun
670.0,3.0,70.0,91.0,other
1200.0,2.0,105.0,162.0,Lowokwaru
900.0,3.0,81.0,84.0,Sukun
2000.0,6.0,200.0,198.0,Blimbing
800.0,2.0,45.0,116.0,Blimbing
7900.0,5.0,421.0,630.0,Blimbing
600.0,1.0,50.0,80.0,Lowokwaru
3000.0,4.0,200.0,216.0,other
2000.0,3.0,200.0,240.0,other
4300.0,4.0,250.0,280.0,other
1700.0,6.0,180.0,118.0,Blimbing
5500.0,5.0,280.0,407.0,Lowokwaru
669.0,2.0,60.0,74.0,Lowokwaru
495.0,2.0,50.0,100.0,other
1200.0,2.0,110.0,135.0,Lowokwaru
450.0,3.0,75.0,75.0,other
750.0,5.0,162.0,81.0,Sukun
1250.0,2.0,150.0,409.0,Lowokwaru
1800.0,5.0,200.0,159.0,Lowokwaru
950.0,3.0,80.0,129.0,Lowokwaru
1200.0,3.0,105.0,84.0,Lowokwaru
1350.0,4.0,125.0,117.0,Blimbing
850.0,4.0,120.0,102.0,Blimbing
7000.0,5.0,750.0,546.0,Blimbing
1550.0,4.0,155.0,155.0,Sukun
160.0,2.0,30.0,30.0,Sukun
1600.0,4.0,125.0,98.0,Blimbing
349.0,3.0,50.0,60.0,Kedungkandang
5500.0,6.0,295.0,360.0,Blimbing
2500.0,4.0,300.0,161.0,Lowokwaru
675.0,3.0,160.0,350.0,other
1150.0,2.0,51.0,112.0,other
1200.0,3.0,100.0,120.0,other
3600.0,5.0,500.0,350.0,Blimbing
150.0,2.0,25.0,60.0,other
225.0,2.0,60.0,41.0,other
900.0,4.0,150.0,141.0,other
1500.0,5.0,225.0,250.0,other
950.0,3.0,135.0,102.0,Blimbing
450.0,4.0,108.0,108.0,other
800.0,2.0,112.0,112.0,Kedungkandang
6800.0,4.0,510.0,430.0,Klojen
795.0,2.0,83.0,70.0,other
295.0,2.0,36.0,72.0,other
2300.0,4.0,178.0,148.0,Klojen
2900.0,5.0,180.0,236.0,Blimbing
485.0,2.0,45.0,72.0,other
850.0,3.0,73.0,92.0,Blimbing
400.0,2.0,45.0,66.0,Kedungkandang
950.0,4.0,105.0,87.0,Sukun
975.0,3.0,130.0,140.0,Blimbing
